continent,iso_country,iso_region,municipality,iata_code
OC,VU,VU-TOB,Gaua Island,ZGU
EU,SE,SE-X,Gävle / Sandviken,GVX
NA,US,US-MI,Gaylord,GLR
AS,TR,TR-27,Gaziantep,GZT
AS,TR,TR-07,Gazipaşa,GZP
AF,SL,SL-S,Gbangbatok,GBK
EU,PL,PL-PM,Gdańsk,GDN
EU,PL,PL-PM,Gdynia,QYD
AS,ID,ID-MU,Gebe Island,GEB
AS,CY,CY-03,Geçitkale,GEC
AF,SD,SD-06,Gedaref,GSU
AF,TZ,TZ-18,Geita,GIT
EU,NO,NO-08,Geiteryggen,SKE
AF,ET,ET-SO,Geladi,GLC
EU,RU,RU-KDA,Gelendzhik,GDZ
AS,BT,BT-31,Gelephu,GLU
AF,CD,CD-EQ,Gemena,GMA
AF,SD,SD-12,Geneina,EGN
SA,AR,AR-L,General Pico,GPO
SA,AR,AR-R,General Roca,GNR
AS,PH,PH-SCO,General Santos,GES
SA,AR,AR-B,General Villegas,VGS
EU,CH,CH-GE,Geneva,GVA
EU,IT,IT-42,Genova,GOA
AS,MY,MY-13,Genting,GTB
AF,ZA,ZA-WC,George,GRJ
NA,BS,BS-EX,George Town,GGT
NA,KY,KY-U-A,Georgetown,GCM
NA,US,US-DE,Georgetown,GED
SA,GY,GY-DE,Georgetown,GEO
NA,US,US-SC,Georgetown,GGE
NA,MS,MS-U-A,Gerald's Park,MNI
OC,AU,AU-WA,Geraldton,GET
NA,CA,CA-ON,Geraldton,YGQ
NA,US,US-PA,Gettysburg,GTY
OC,PG,PG-NPP,Gewoia,GEW
AS,OM,OM-WU,Ghaba,RNM
AF,LY,LY-NL,Ghadames,LTD
AF,BW,BW-GH,Ghanzi,GNZ
AF,DZ,DZ-47,Ghardaïa,GHA
AF,LY,LY-GT,Ghat,GHT
AS,AF,AF-GHA,Ghazni,GZI
AS,IR,IR-23,Gheshm,GSM
AF,ET,ET-OR,Ghinnir,GNN
EU,GI,GI-U-A,Gibraltar,GIB
EU,DE,DE-BY,Giebelstadt,GHF
AS,JP,JP-21,Gifu,QGU
AS,PK,PK-NA,Gilgit,GIL
NA,CA,CA-MB,Gillam,YGX
NA,US,US-WY,Gillette,GCC
NA,CA,CA-MB,Gimli,YGM
OC,AU,AU-WA,Ginbata,GBW
SA,CO,CO-CUN,Girardot,GIR
NA,US,US-AK,Girdwood,AQY
SA,CO,CO-SAN,Giron,ISG
EU,ES,ES-GE,Girona,GRO
OC,NZ,NZ-GIS,Gisborne,GIS
AF,RW,RW-04,Gisenyi,GYI
AF,BI,BI-GI,Gitega,GID
AF,ZA,ZA-NP,Giyani,GIY
OC,SB,SB-WE,Gizo,GZO
NA,CA,CA-NU,Gjoa Haven,YHK
EU,IS,IS-4,Gjögur,GJR
NA,US,US-AK,Glacier Creek,KGZ
OC,AU,AU-QLD,Gladstone,GLT
NA,US,US-MI,Gladwin,GDW
NA,US,US-MT,Glasgow,GGW
EU,GB,GB-SCT,Glasgow,GLA
NA,US,US-KY,Glasgow,GLW
EU,GB,GB-SCT,Glasgow,PIK
NA,US,US-UT,Glen Canyon Natl Rec Area,BFG
NA,US,US-WV,Glendale,GWV
NA,US,US-AZ,Glendale,LUF
NA,US,US-MT,Glendive,GDV
NA,US,US-NY,Glens Falls,GFL
OC,NZ,NZ-CAN,Glentanner Station,GTN
NA,US,US-CO,Glenwood Springs,GWS
NA,US,US-AZ,Globe,GLB
OC,PG,PG-MPL,Gnarowein,GWN
AF,ET,ET-OR,Goba,GOB
AF,NA,NA-OH,Gobabis,GOG
SA,AR,AR-Z,Gobernador Gregores,GGS
AF,ET,ET-SO,Gode,GDE
NA,CA,CA-MB,Gods Lake Narrows,YGO
NA,CA,CA-MB,Gods River,ZGI
SA,BR,BR-GO,Goiânia,GYN
AS,TR,TR-17,Gökçeada,GKD
NA,US,US-OR,Gold Beach,GOL
OC,AU,AU-QLD,Gold Coast,OOL
NA,US,US-AK,Golden Horn Lodge,GDH
NA,US,US-NC,Goldsboro,GSB
EU,PL,PL-ZP,Goleniow,SZZ
NA,CR,CR-P,Golfito,GLF
AS,CN,CN-63,Golmud,GOQ
AS,CN,CN-63,Golog,GMQ
NA,US,US-AK,Golovin,GLV
AF,CD,CD-NK,Goma,GOM
AF,NG,NG-GO,Gombe,GMO
EU,BY,BY-HO,Gomel,GME
OC,PG,PG-EBR,Gonaili,GOE
AF,ZW,ZW-MA,Gonarezhou National Park,MJW
AF,ET,ET-AM,Gondar,GDQ
AS,KR,KR-42,Gonghang-ro,YNY
AS,KR,KR-46,Gonghang-ro (Mokpo),MPK
NA,US,US-ID,Gooding,GNG
NA,US,US-KS,Goodland,GLD
NA,US,US-AK,Goodnews,GNU
NA,US,US-AZ,Goodyear,GYR
NA,CA,CA-NL,Goose Bay,YYR
OC,PG,PG-NPP,Gora,GOC
AS,IN,IN-UP,Gorakhpur,GOP
NA,US,US-NE,Gordon,GRN
OC,AU,AU-WA,Gordon Downs,GDD
NA,US,US-VA,Gordonsville,GVE
AF,ET,ET-GA,Gore,GOR
NA,CA,CA-ON,Gore Bay,YZE
AS,IR,IR-27,Gorgan,GBT
NA,CA,CA-BC,Gorge Harbour,YGE
AS,NP,NP-GA,Gorkha,GKH
EU,BG,BG-04,Gorna Oryahovitsa,GOZ
AS,RU,RU-AL,Gorno-Altaysk,RGK
AF,BF,BF-OUD,Gorom-Gorom,XGG
OC,PG,PG-EHG,Goronka,GKA
AS,ID,ID-GO,Gorontalo-Celebes Island,GTO
NA,US,US-IN,Goshen,GSH
EU,GB,GB-ENG,Gosport,PME
AS,ID,ID-MU,Gotalalamo-Morotai Island,OTI
EU,SE,SE-Q,Gothenburg,GOT
EU,SE,SE-Q,Gothenburg,GSE
AS,JP,JP-42,Goto,FUJ
NA,US,US-UT,Goulding's Lodge,GMV
AF,MA,MA-TIZ,Goulimime,GLN
AF,ML,ML-6,Goundam,GUD
SA,BR,BR-MG,Governador Valadares,GVR
NA,BS,BS-GH,Governor's Harbour,GHB
SA,AR,AR-W,Goya,OYA
EU,MT,MT-62,Gozo,GZM
NA,HN,HN-LE,Gracias,GAC
EU,ES,ES-CN,Gran Canaria Island,LPA
SA,VE,VE-W,Gran Roque Island,LRV
EU,ES,ES-AN,Granada,GRX
NA,BS,BS-HR,Grand Bahama,GBI
NA,GP,GP-U-A,Grand Bourg,GBJ
NA,US,US-AZ,Grand Canyon,GCN
NA,US,US-AZ,Grand Canyon,VLE
NA,MF,MF-U-A,Grand Case,SFG
AF,LR,LR-GK,Grand Cess,GRC
NA,US,US-ND,Grand Forks,GFK
NA,US,US-ND,Grand Forks,RDR
NA,CA,CA-BC,Grand Forks,ZGF
NA,US,US-NE,Grand Island,GRI
NA,US,US-CO,Grand Junction,GJT
NA,US,US-MN,Grand Marais,GRM
NA,US,US-MN,Grand Rapids,GPZ
NA,US,US-MI,Grand Rapids,GRR
AF,CI,CI-09,Grand-Béréby,BBV
SA,GF,GF-SL,Grand-Santi,GSI
NA,GP,GP-U-A,Grande Anse,DSD
NA,CA,CA-AB,Grande Cache,YGC
NA,CA,CA-AB,Grande Prairie,YQU
NA,US,US-ID,Grangeville,IDH
NA,US,US-AK,Granite Mountain,GMT
NA,US,US-NM,Grants,GNT
NA,US,US-OR,Grants Pass,GTP
NA,US,US-WI,Grantsburg,GTG
EU,FR,FR-P,Granville,GFR
SA,BR,BR-RS,Gravatai,GCV
NA,US,US-AK,Grayling,KGX
EU,AT,AT-6,Graz,GRZ
NA,US,US-MA,Great Barrington,GBR
NA,CA,CA-NT,Great Bear Lake,DAS
NA,US,US-KS,Great Bend,GBD
NA,US,US-MT,Great Falls,GFA
NA,US,US-MT,Great Falls,GTF
OC,AU,AU-QLD,Great Keppel Island,GKL
NA,US,US-CO,Greeley,GXY
NA,US,US-WI,Green Bay,GRB
OC,PG,PG-SAN,Green River,GVI
NA,US,US-UT,Green River,RVR
NA,US,US-TN,Greeneville,GCY
NA,US,US-IN,Greenfield,GFD
NA,US,US-NC,Greensboro,GSO
NA,US,US-SC,Greenville,GDC
NA,US,US-MS,Greenville,GLH
NA,US,US-SC,Greenville,GMU
NA,US,US-IL,Greenville,GRE
NA,US,US-SC,Greenville,GSP
NA,US,US-TX,Greenville,GVT
NA,US,US-NC,Greenville,PGV
AF,LR,LR-SI,Greenville,SNI
NA,US,US-SC,Greenwood,GRD
NA,US,US-MS,Greenwood,GWO
NA,CA,CA-NS,Greenwood,YZX
EU,CH,CH-SO,Grenchen,ZHI
OC,AU,AU-NSW,Grenfell,GFE
EU,FR,FR-V,Grenoble/Saint-Geoirs,GNB
NA,US,US-WY,Greybull,GEY
OC,AU,AU-NSW,Griffith,GFF
EU,GB,GB-ENG,Grimsby,GSY
EU,GB,GB-ENG,Grimsby,HUY
EU,IS,IS-6,Grímsey,GRY
NA,CA,CA-NU,Grise Fiord,YGZ
NA,GL,GL-U-A,Groennedal,JGR
EU,NL,NL-DR,Groningen,GRQ
OC,AU,AU-NT,Groote Eylandt,GTE
AF,NA,NA-OD,Grootfontein,GFY
EU,IT,IT-52,Grosetto,GRS
NA,US,US-CT,Groton (New London),GON
EU,IT,IT-75,Grottaglie,TAR
EU,RU,RU-CE,Grozny,GRV
AF,TZ,TZ-13,Grumeti Game Reserve,GTZ
EU,GB,GB-SCT,Grunay Island,OUK
EU,IS,IS-3,Grundarfjörður,GUU
SA,CO,CO-HUI,Guacamayas,GCA
NA,MX,MX-JAL,Guadalajara,GDL
SA,BR,BR-PI,Guadalupe,GDP
SA,BR,BR-PR,Guaíra,QGA
SA,BR,BR-RO,Guajará-Mirim,GJM
SA,AR,AR-E,Gualeguaychu,GHU
NA,HN,HN-IB,Guanaja,GJA
SA,BR,BR-BA,Guanambi,GNM
SA,VE,VE-P,Guanare,GUQ
AS,CN,CN-42,Guanghua,LHK
AS,CN,CN-51,Guangyuan,GYS
AS,CN,CN-44,Guangzhou,CAN
NA,CU,CU-14,Guantánamo,GAO
NA,CU,CU-14,Guantanamo Bay Naval Station,NBW
SA,CO,CO-CAU,Guapi,GPI
SA,BR,BR-ES,Guarapari,GUZ
SA,BR,BR-PR,Guarapuava,GPB
SA,BR,BR-SP,Guaratinguetá,GUJ
OC,PG,PG-CPM,Guari,GUG
SA,VE,VE-J,Guarico,CLZ
SA,BR,BR-SP,Guarujá,SSZ
NA,GT,GT-GU,Guatemala City,GUA
SA,VE,VE-F,Guayabal,LPJ
SA,EC,EC-G,Guayaquil,GYE
SA,BO,BO-B,Guayaramerín,GYA
NA,MX,MX-SON,Guaymas,GYM
AF,DZ,DZ-39,Guemar,ELU
NA,MX,MX-BCN,Guerrero Negro,GUB
AF,CI,CI-19,Guiglo,GGO
AS,CN,CN-45,Guilin City,KWL
SA,BR,BR-MA,Guimarães,GMS
AS,CN,CN-52,Guiyang,KWE
AS,PK,PK-PB,Gujrat,GRT
NA,US,US-AL,Gulf Shores,GUF
NA,US,US-MS,Gulfport,GPT
OC,PG,PG-WHM,Gulgubip,GLP
NA,US,US-AK,Gulkana,GKN
AF,UG,UG-304,Gulu,ULU
OC,PG,PG-CPM,Gunim,KRU
NA,US,US-CO,Gunnison,GUC
AS,ID,ID-SU,Gunung Sitoli-Nias Island,GNS
AS,SA,SA-08,Gurayat,URY
OC,PG,PG-SAN,Guriaso,GUE
OC,PG,PG-MBA,Gurney,GUR
AF,MZ,MZ-Q,Gurue,VJQ
SA,BR,BR-TO,Gurupi,GRP
OC,PG,PG-GPK,Gusap,GAP
NA,BL,BL-U-A,Gustavia,SBH
NA,US,US-AK,Gustavus,BQV
NA,US,US-AK,Gustavus,GST
EU,DE,DE-NW,Gütersloh,GUT
NA,US,US-OK,Guthrie,GOK
AS,IN,IN-AS,Guwahati,GAU
NA,US,US-OK,Guymon,GUY
AS,CN,CN-64,Guyuan,GYU
AS,MM,MM-16,Gwa,GWA
AS,PK,PK-BA,Gwadar,GWD
AS,IN,IN-MP,Gwalior,GWL
AS,KR,KR-29,Gwangju,KWJ
OC,PG,PG-MPM,Gwarawon,NKN
AF,ZW,ZW-MI,Gweru,GWE
AS,AM,AM-SH,Gyumri,LWN
AS,SA,SA-06,Ha'il,HAS
AS,MV,MV-23,Haa Dhaalu Atoll,HAQ
OC,PG,PG-WPD,Habi,HBD
AS,JP,JP-13,Hachijojima,HAC
SA,CO,CO-CES,Hacienda Borrero,DZI
EU,NO,NO-18,Hadsel,SKN
OC,PG,PG-CPM,Haelogo,HEO
OC,GU,GU-U-A,"Hagåtña, Guam International Airport",GUM
NA,US,US-MD,Hagerstown,HGR
AS,IL,IL-HA,Haifa,HFA
AS,CN,CN-46,Haikou,HAK
AS,CN,CN-15,Hailar,HLD
NA,US,US-ID,Hailey,SUN
NA,US,US-AK,Haines,HNS
NA,CA,CA-YT,Haines Junction,YHT
AS,VN,VN-61,Haiphong,HPH
OC,PG,PG-GPK,Haivaro,HIT
AS,TR,TR-30,Hakkari,YKO
AS,JP,JP-01,Hakodate,HKD
AF,NA,NA-OT,Halali,HAL
NA,US,US-CA,Half Moon Bay,HAF
NA,CA,CA-NS,Halifax,YAW
NA,CA,CA-NS,Halifax,YHZ
NA,CA,CA-NU,Hall Beach,YUX
EU,FI,FI-LS,Halli / Kuorevesi,KEV
EU,SE,SE-N,Halmstad,HAD
AS,IR,IR-24,Hamadan,HDM
EU,NO,NO-04,Hamar,HMR
AS,LK,LK-3,Hambantota,HBT
EU,DE,DE-HH,Hamburg,HAM
EU,DE,DE-HH,Hamburg,XFW
AS,CN,CN-65,Hami,HMI
NA,BM,BM-U-A,Hamilton,BDA
NA,US,US-AL,Hamilton,HAB
NA,US,US-OH,Hamilton,HAO
OC,NZ,NZ-WKO,Hamilton,HLZ
NA,CA,CA-ON,Hamilton,YHM
OC,AU,AU-QLD,Hamilton Island,HTI
EU,NO,NO-20,Hammerfest,HFT
NA,US,US-IA,Hampton,HPT
NA,US,US-VA,Hampton,LFI
NA,US,US-HI,Hana,HNM
NA,US,US-HI,Hanalei,HPV
NA,US,US-HI,Hanapepe,PAK
NA,US,US-MI,Hancock,CMX
AS,CN,CN-42,Handan,HDG
AS,CN,CN-33,Hangzhou,HGH
NA,US,US-UT,Hanksville,HVE
EU,DE,DE-NI,Hannover,HAJ
AS,VN,VN-15,Hanoi,HAN
AS,CN,CN-61,Hanzhong,HZG
AF,ZW,ZW-HA,Harare,HRE
AS,CN,CN-23,Harbin,HRB
AF,SO,SO-WO,Hargeisa,HGA
NA,US,US-TX,Harlingen,HRL
AF,LR,LR-MY,Harper,CPA
NA,US,US-PA,Harrisburg,HAR
NA,US,US-IL,Harrisburg,HSB
NA,US,US-PA,Harrisburg,MDT
AF,ZA,ZA-FS,Harrismith,HRS
NA,US,US-AR,Harrison,HRO
NA,US,US-CT,Hartford,BDL
NA,US,US-CT,Hartford,HFD
NA,CA,CA-BC,Hartley Bay,YTB
NA,US,US-SC,Hartsville,HVS
EU,BG,BG-26,Haskovo,HKV
AF,DZ,DZ-30,Hassi Messaoud,HME
NA,US,US-NE,Hastings,HSI
EU,NO,NO-20,Hasvik,HAA
AS,TH,TH-90,Hat Yai,HDY
AS,TR,TR-31,Hatay,HTY
NA,CA,CA-SK,Hatchet Lake,YDJ
AS,JP,JP-47,Hateruma,HTR
AS,MN,MN-041,Hatgal,HTM
SA,CO,CO-CAS,Hato Corozal,HTZ
NA,US,US-NC,Hatteras,HNC
NA,US,US-MS,Hattiesburg,HBG
NA,US,US-MS,Hattiesburg/Laurel,PIB
AS,LK,LK-2,Hatton,NUF
OC,PG,PG-MPM,Hatzfeldhaven,HAZ
AS,IR,IR-23,Havadarya,HDR
NA,CU,CU-03,Havana,HAV
NA,CU,CU-02,Havana,UPB
EU,GB,GB-WLS,Haverfordwest,HAW
NA,US,US-MT,Havre,HVR
NA,CA,CA-QC,Havre St-Pierre,YGV
OC,PG,PG-GPK,Hawabango,HWA
EU,GB,GB-WLS,Hawarden,CEG
NA,US,US-HI,Hawi,UPP
OC,AU,AU-SA,Hawker,HWK
NA,US,US-CA,Hawthorne,HHR
NA,US,US-NV,Hawthorne,HTH
NA,CA,CA-NT,Hay River,YHY
NA,US,US-AK,Haycock,HAY
NA,US,US-CO,Hayden,HDN
OC,AU,AU-QLD,Hayman Island,HIS
NA,US,US-KS,Hays,HYS
NA,US,US-CA,Hayward,HWD
NA,US,US-WI,Hayward,HYR
NA,US,US-PA,Hazleton,HZL
AF,ZA,ZA-MP,Hazyview,HZV
NA,US,US-AK,Healy Lake,HKB
NA,CA,CA-ON,Hearst,YHF
OC,AU,AU-QLD,Heathlands,HAT
AS,CN,CN-45,Hechi,HCJ
AS,CN,CN-34,Hefei,HFE
AF,SD,SD-13,Heglig Oilfield,HEG
AS,MM,MM-17,Heho,HEH
EU,DE,DE-BW,Heidelberg,HDB
AS,CN,CN-23,Heihe,HEK
OC,PG,PG-MPL,Heiweni,HNI
NA,US,US-MT,Helena,HLN
NA,US,US-AR,Helena/West Helena,HEE
OC,AU,AU-QLD,Helenvale,HLV
EU,DE,DE-SH,Helgoland,HGL
EU,FI,FI-ES,Helsinki,HEL
EU,FI,FI-ES,Helsinki,HEM
NA,US,US-CA,Hemet,HMT
AS,TW,TW-PIF,Hengchung,HCN
AS,CN,CN-43,Hengyang,HNY
EU,GR,GR-91,Heraklion,HER
NA,US,US-AK,Herendeen Bay,HED
EU,DE,DE-MV,Heringsdorf,HDF
NA,US,US-CA,Herlong,AHC
NA,US,US-OR,Hermiston,HES
OC,PG,PG-MRL,Hermit Islands,MNP
NA,MX,MX-SON,Hermosillo,HMO
OC,AU,AU-QLD,Hervey Bay,HVB
AS,IR,IR-04,Hesa,IFH
NA,US,US-MN,Hibbing,HIB
NA,US,US-NC,Hickory,HKY
NA,CA,CA-AB,High Level,YOJ
NA,CA,CA-AB,High Prairie,ZHP
EU,GB,GB-ENG,High Wycombe,HYC
OC,AU,AU-QLD,Highbury,HIG
AF,SS,SS-23,Higleig,HGI
SA,VE,VE-M,Higuerote,HGE
OC,PF,PF-U-A,Hikueru Atoll,HHZ
NA,US,US-KS,Hill City,HLC
OC,AU,AU-WA,Hillside,HLL
NA,US,US-HI,Hilo,ITO
NA,US,US-SC,Hilton Head Island,HHH
AS,MM,MM-07,Hinthada,HEB
NA,CA,CA-AB,Hinton,YJP
AS,JP,JP-34,Hiroshima,HIJ
AS,IQ,IQ-AN,Hīt,IQA
OC,PF,PF-U-A,Hiva Oa Island,AUQ
AF,ZA,ZA-NL,Hluhluwe,HLW
AS,VN,VN-23,Ho Chi Minh City,SGN
OC,AU,AU-TAS,Hobart,HBA
NA,US,US-OK,Hobart,HBR
NA,US,US-NM,Hobbs,HBB
NA,US,US-NM,Hobbs,HOB
AS,YE,YE-HU,Hodeida,HOD
AF,ZA,ZA-NP,Hoedspruit,HDS
AS,KP,KP-09,Hoemun-ri,RGO
EU,DE,DE-BY,Hof,HOQ
EU,IS,IS-8,Höfn,HFN
NA,US,US-AK,Hogatza,HGZ
EU,AT,AT-8,Hohenems / Dornbirn,HOH
AS,CN,CN-15,Hohhot,HET
OC,PG,PG-GPK,Hoieti,KMF
AF,KE,KE-300,Hola,HOA
NA,US,US-AZ,Holbrook,HBK
NA,US,US-NE,Holdrege,HDE
EU,CZ,CZ-ZL,Holešov,GTW
NA,CU,CU-11,Holguin,HOG
NA,US,US-MI,Holland,HLM
NA,US,US-AK,Hollis,HYL
NA,US,US-CA,Hollister,HLI
NA,US,US-FL,Hollywood,HWO
EU,IS,IS-4,Hólmavík,HVK
NA,US,US-AK,Holy Cross,HCR
NA,US,US-AK,Homer,HOM
NA,US,US-FL,Homestead,HST
AF,ZA,ZA-FS,Homeward,TCU
AS,MM,MM-01,Hommalinn,HOX
EU,ES,ES-PV,Hondarribia,EAS
AS,HK,HK-U-A,Hong Kong,HHP
AS,HK,HK-U-A,Hong Kong,HKG
AS,HK,HK-U-A,Hong Kong,HKG
OC,SB,SB-CT,Honiara,HIR
OC,PG,PG-WPD,Honinabi,HNN
EU,NO,NO-20,Honningsvåg,HVG
NA,US,US-HI,Honolulu,HNL
NA,US,US-AK,Hoonah,HNH
NA,US,US-AK,Hooper Bay,HPB
NA,CA,CA-BC,Hope,YHE
NA,CA,CA-NU,Hope Bay,JOJ
NA,CA,CA-NU,Hope Bay,UZM
OC,AU,AU-QLD,Hope Vale,HPE
NA,CA,CA-NL,Hopedale,YHO
NA,US,US-WA,Hoquiam,HQM
SA,BR,BR-RS,Horizontina,HRZ
OC,AU,AU-QLD,Horn Island,HID
NA,CA,CA-ON,Hornepayne,YHN
EU,PT,PT-20,Horta,HOR
OC,PG,PG-WBK,Hoskins,HKN
NA,US,US-AR,Hot Springs,HOT
NA,US,US-VA,Hot Springs,HSP
AS,CN,CN-65,Hotan,HTN
OC,NC,NC-U-A,Houailou,HLU
NA,US,US-MI,Houghton Lake,HTL
NA,US,US-ME,Houlton,HUL
NA,US,US-LA,Houma,HUM
NA,US,US-TX,Houston,AAP
NA,US,US-TX,Houston,CXO
NA,US,US-TX,Houston,DWH
NA,US,US-TX,Houston,EFD
NA,US,US-TX,Houston,HOU
NA,US,US-TX,Houston,IAH
NA,US,US-TX,Houston,IWS
NA,US,US-TX,Houston,SGR
NA,US,US-TX,Houston,SPX
AS,MM,MM-13,Hpa-N,PAA
EU,BY,BY-HR,Hrodna,GNA
AS,TW,TW-HSZ,Hsinchu City,HSZ
AS,TH,TH-76,Hua Hin,HHQ
AS,CN,CN-32,Huai'an,HIA
AS,CN,CN-43,Huaihua,HJJ
AS,TW,TW-HUA,Hualien City,HUN
AF,AO,AO-HUA,Huambo,NOV
AS,CN,CN-52,Huangping,KJH
AS,CN,CN-34,Huangshan,TXN
AS,CN,CN-33,Huangyan,HYN
SA,PE,PE-HUC,Huánuco,HUU
NA,MX,MX-OAX,Huatulco,HUX
AS,LA,LA-BK,Huay Xai,HOE
AS,IN,IN-KA,Hubli,HBX
EU,SE,SE-X,Hudiksvall,HUV
NA,US,US-NY,Hudson,HCC
NA,CA,CA-SK,Hudson Bay,YHB
NA,CA,CA-BC,Hudson's Hope,YNH
AS,VN,VN-56,Hue,HUI
NA,GT,GT-HU,Huehuetenango,HUG
NA,US,US-AK,Hughes,HUS
NA,US,US-OK,Hugo,HUJ
AS,CN,CN-44,Huizhou,HUZ
AF,BW,BW-KG,Hukuntsi,HUK
NA,PR,PR-U-A,Humacao,HUC
SA,BR,BR-AM,Humaitá,HUW
NA,US,US-IA,Humboldt,HUD
AF,ET,ET-TI,Humera,HUE
NA,US,US-IN,Huntingburg,HNB
EU,GB,GB-ENG,Huntingdon,AYH
NA,US,US-WV,Huntington,HTS
NA,US,US-AL,Huntsville,HSV
NA,US,US-TX,Huntsville,HTV
AF,EG,EG-BA,Hurghada,HRG
NA,US,US-SD,Huron,HON
EU,IS,IS-6,Húsavík,HZK
NA,US,US-AK,Huslia,HSL
EU,DE,DE-SH,Husum,QHU
NA,US,US-KS,Hutchinson,HUT
AS,MV,MV-27,Huvadhu Atoll,GKK
AS,MV,MV-28,Huvadhu Atoll,KDM
EU,IS,IS-5,Hvammstangi,HVM
AF,ZW,ZW-MN,Hwange,HWN
AF,ZW,ZW-MN,Hwange,WKI
NA,US,US-MA,Hyannis,HYA
NA,US,US-AK,Hydaburg,HYG
NA,US,US-AK,Hyder,WHD
AS,IN,IN-TG,Hyderabad,BPM
AS,PK,PK-SD,Hyderabad,HDD
AS,IN,IN-TG,Hyderabad,HYD
EU,FI,FI-ES,Hyvinkää,HYV
OC,PG,PG-SHM,Ialibu,IAL
OC,PG,PG-MBA,"Iamalele, Fergusson Island",IMA
EU,RO,RO-IS,Iaşi,IAS
AF,NG,NG-OY,Ibadan,IBA
SA,CO,CO-TOL,Ibagué,IBE
SA,PE,PE-MDD,Iberia,IBP
EU,ES,ES-PM,Ibiza,IBZ
AF,MZ,MZ-P,Ibo,IBO
OC,PG,PG-WBK,Iboki,IBI
NA,US,US-AK,Icy Bay,ICY
NA,US,US-ID,Idaho Falls,IDA
AF,CD,CD-BN,Idiofa,IDF
EU,SE,SE-W,Idre,IDB
AS,JP,JP-47,Ie,IEJ
AS,MV,MV-13,Ifuru Island,IFU
NA,GL,GL-U-A,Igaliku,QFX
AS,RU,RU-KYA,Igarka,IAA
AS,TR,TR-76,Iğdır,IGD
NA,GL,GL-U-A,Iginniarfik,QFI
NA,US,US-AK,Igiugig,IGG
NA,CA,CA-NU,Igloolik,YGT
NA,CA,CA-ON,Ignace,ZUC
SA,BR,BR-CE,Iguatu,QIG
AF,GA,GA-8,Iguela,IGE
AF,MG,MG-F,Ihosy,IHO
OC,PG,PG-GPK,Ihu,IHU
SA,BR,BR-RS,Ijuí,IJU
NA,GL,GL-U-A,Ikamiut,QJI
EU,GR,GR-84,Ikaria Island,JIK
AF,CD,CD-EQ,Ikela,IKL
NA,GL,GL-U-A,Ikerassaarsuk,QRY
AS,JP,JP-42,Iki,IKI
AF,MG,MG-A,Ilaka,ILK
AS,IR,IR-05,Ilam,IIL
EU,FR,FR-R,Île d'Yeu,IDY
OC,NC,NC-U-A,Île des Pins,ILP
OC,NC,NC-U-A,Île Ouen,IOU
AF,CD,CD-KW,Ilebo,PFR
OC,PG,PG-MPM,Ileg,ILX
NA,CA,CA-QC,Îles-de-la-Madeleine,YGR
NA,CA,CA-MB,Ilford,ILF
SA,BR,BR-BA,Ilhéus,IOS
NA,US,US-AK,Iliamna,ILI
NA,GL,GL-U-A,Ilimanaq,XIQ
AS,ID,ID-PA,Illaga-Papua Island,ILA
AF,DZ,DZ-33,Illizi,VVZ
SA,PE,PE-MOQ,Ilo,ILQ
AS,PH,PH-ILI,Iloilo City,ILO
AF,NG,NG-KW,Ilorin,ILR
AS,ID,ID-PA,Ilu-Papua Island,IUL
NA,GL,GL-U-A,Ilulissat,JAV
OC,PG,PG-MPL,Imane,IMN
SA,GY,GY-CU,Imbaimadai,IMB
NA,US,US-FL,Immokalee,IMM
OC,PG,PG-SAN,Imonda,IMD
SA,BR,BR-MA,Imperatriz,IMP
NA,US,US-NE,Imperial,IML
NA,US,US-CA,Imperial,IPL
NA,US,US-CA,Imperial Beach,NRS
AF,CG,CG-7,Impfondo,ION
AS,IN,IN-MN,Imphal,IMF
AF,DZ,DZ-11,In Guezzam,INF
AF,DZ,DZ-11,In Salah,INZ
AS,ID,ID-PB,Inanwatan Airport-Papua Island,INX
OC,PG,PG-MPL,Indagen,IDN
NA,US,US-KS,Independence,IDP
NA,BZ,BZ-SC,Independence,INB
NA,US,US-NV,Indian Springs,INS
NA,US,US-PA,Indiana,IDI
NA,US,US-IN,Indianapolis,IND
AS,IN,IN-MP,Indore,IDR
SA,AR,AR-R,Ingeniero Jacobacci,IGB
SA,VE,VE-C,Inglaterra,SFD
AF,MZ,MZ-L,Inhaca,IHC
AF,MZ,MZ-I,Inhambabe,INH
AF,MZ,MZ-S,Inhaminga,IMG
EU,IE,IE-G,Inis Meáin,IIA
EU,IE,IE-G,Inis Mór,IOR
EU,IE,IE-G,Inis Oírr,INQ
OC,AU,AU-QLD,Injune,INJ
EU,AT,AT-7,Innsbruck,INN
AF,CD,CD-BN,Inongo,INO
AS,RU,RU-KO,Inta,INA
NA,US,US-MN,International Falls,INL
NA,CA,CA-QC,Inukjuak,YPH
OC,PG,PG-NSB,Inus,IUS
NA,CA,CA-NT,Inuvik,YEV
OC,NZ,NZ-STL,Invercargill,IVC
OC,AU,AU-NSW,Inverell,IVR
EU,IE,IE-G,Inverin,NNR
EU,GB,GB-SCT,Inverness,INV
OC,AU,AU-NT,Inverway,IVW
AF,ZA,ZA-NP,Inyati,INY
NA,US,US-CA,Inyokern,IYK
EU,GR,GR-33,Ioannina,IOA
OC,PG,PG-GPK,Iokea,IOK
